Anime_ID,Title,Originated_From,Story_DNA,Popularity_Rank,Score,Reach_Members,Loyalty_Favourites,Main_Genre,Studios,Producers,Licensors,Episodes,Airing_Year,Rating
50399,Tian Guan Cifu Er,Web novel,"Although most gods in the heavenly realm avoid dealing with the forgotten god Xie Lian, Heavenly Emperor Jun Wu holds him in good graces. Xie Lian's luck is otherwise terrible, and adding to his troubles, the gods seem to suspect that Xie Lian's recent companion was the dreaded Ghost King Hua Cheng. Despite what others may think of him, Xie Lian fondly recalls Hua Cheng's promise: the next time they meet, Hua Cheng will appear in his true form.

Jun Wu informs Xie Lian of the unsettling news that a god's distress signal was seen coming from the Ghost City—the most prosperous place in the ghost realm, where the only law is Hua Cheng himself. As Xie Lian has no qualms about stepping into Hua Cheng's territory, he infiltrates the city to locate the lost god. There, the genuine Hua Cheng is already waiting. He is the most feared being across the three realms, yet before Xie Lian, his arrogance erodes. Without revealing the reason for his generosity, he spares no power or means to ease the burdens of Xie Lian's endlessly unfortunate past.

[Written by MAL Rewrite]",3122,8.64,62615,1277,"Action, Adventure, Drama, Fantasy",Red Dog Culture House,"[{'mal_id': 1414, 'type': 'anime', 'name': 'bilibili', 'url': 'https://myanimelist.net/anime/producer/1414/bilibili'}]",[],12.0,,PG-13 - Teens 13 or older
35760,Shingeki no Kyojin Season 3,Manga,"Still threatened by the ""Titans"" that rob them of their freedom, mankind remains caged inside the two remaining walls. Efforts to eradicate these monsters continue; however, threats arise not only from the Titans beyond the walls, but from the humans within them as well.

After being rescued from the Colossal and Armored Titans, Eren Yaeger devotes himself to improving his Titan form. Krista Lenz struggles to accept the loss of her friend, Captain Levi chooses Eren and his friends to form his new personal squad, and Commander Erwin Smith recovers from his injuries. All seems well for the soldiers, until the government suddenly demands custody of Eren and Krista. The Survey Corps' recent successes have drawn attention, and a familiar face from Levi's past is sent to collect the wanted soldiers. Sought after by the government, Levi and his new squad must evade their adversaries in hopes of keeping Eren and Krista safe.

Eren and his fellow soldiers are not only fighting for their survival against the terrifying Titans, but also against the terror of a far more conniving foe: their fellow humans.

[Written by MAL Rewrite]",18,8.64,2619950,22149,"Action, Drama, Suspense",Wit Studio,"[{'mal_id': 10, 'type': 'anime', 'name': 'Production I.G', 'url': 'https://myanimelist.net/anime/producer/10/Production_IG'}, {'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 144, 'type': 'anime', 'name': 'Pony Canyon', 'url': 'https://myanimelist.net/anime/producer/144/Pony_Canyon'}, {'mal_id': 159, 'type': 'anime', 'name': 'Kodansha', 'url': 'https://myanimelist.net/anime/producer/159/Kodansha'}, {'mal_id': 1499, 'type': 'anime', 'name': 'Techno Sound', 'url': 'https://myanimelist.net/anime/producer/1499/Techno_Sound'}, {'mal_id': 1557, 'type': 'anime', 'name': 'Pony Canyon Enterprises', 'url': 'https://myanimelist.net/anime/producer/1557/Pony_Canyon_Enterprises'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",12.0,2018.0,R - 17+ (violence & profanity)
34599,Made in Abyss,Web manga,"The Abyss—a gaping chasm stretching down into the depths of the earth, filled with mysterious creatures and relics from a time long past. How did it come to be? What lies at the bottom? Countless brave individuals, known as Divers, have sought to solve these mysteries of the Abyss, fearlessly descending into its darkest realms. The best and bravest of the Divers, the White Whistles, are hailed as legends by those who remain on the surface.

Riko, daughter of the missing White Whistle Lyza the Annihilator, aspires to become like her mother and explore the furthest reaches of the Abyss. However, just a novice Red Whistle herself, she is only permitted to roam its most upper layer. Even so, Riko has a chance encounter with a mysterious robot with the appearance of an ordinary young boy. She comes to name him Reg, and he has no recollection of the events preceding his discovery. Certain that the technology to create Reg must come from deep within the Abyss, the two decide to venture forth into the chasm to recover his memories and see the bottom of the great pit with their own eyes. However, they know not of the harsh reality that is the true existence of the Abyss.

[Written by MAL Rewrite]",91,8.63,1528854,47405,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus,"[{'mal_id': 238, 'type': 'anime', 'name': 'AT-X', 'url': 'https://myanimelist.net/anime/producer/238/AT-X'}, {'mal_id': 332, 'type': 'anime', 'name': 'Takeshobo', 'url': 'https://myanimelist.net/anime/producer/332/Takeshobo'}, {'mal_id': 737, 'type': 'anime', 'name': 'Sony Music Communications', 'url': 'https://myanimelist.net/anime/producer/737/Sony_Music_Communications'}, {'mal_id': 1551, 'type': 'anime', 'name': 'Kadokawa Media House', 'url': 'https://myanimelist.net/anime/producer/1551/Kadokawa_Media_House'}, {'mal_id': 1587, 'type': 'anime', 'name': 'Cygames', 'url': 'https://myanimelist.net/anime/producer/1587/Cygames'}, {'mal_id': 1677, 'type': 'anime', 'name': 'Kanetsu Investment', 'url': 'https://myanimelist.net/anime/producer/1677/Kanetsu_Investment'}, {'mal_id': 1696, 'type': 'anime', 'name': 'Kadokawa', 'url': 'https://myanimelist.net/anime/producer/1696/Kadokawa'}, {'mal_id': 2095, 'type': 'anime', 'name': 'Global Solutions', 'url': 'https://myanimelist.net/anime/producer/2095/Global_Solutions'}, {'mal_id': 2369, 'type': 'anime', 'name': 'IRMA LA DOUCE', 'url': 'https://myanimelist.net/anime/producer/2369/IRMA_LA_DOUCE'}]","[{'mal_id': 376, 'type': 'anime', 'name': 'Sentai Filmworks', 'url': 'https://myanimelist.net/anime/producer/376/Sentai_Filmworks'}]",13.0,2017.0,R - 17+ (violence & profanity)
11665,Natsume Yuujinchou Shi,Manga,"Takashi Natsume, the timid youkai expert and master of the Book of Friends, continues his journey towards self-understanding and acceptance with the help of friends both new and old. His most important ally is still his gluttonous and sake-loving bodyguard, the arrogant but fiercely protective wolf spirit Madara—or Nyanko-sensei, as Madara is called when in his usual disguise of an unassuming, pudgy cat.

Natsume, while briefly separated from Nyanko-sensei, is ambushed and kidnapped by a strange group of masked, monkey-like youkai, who have spirited him away to their forest as they desperately search for the Book of Friends. Realizing that his ""servant"" has been taken out from right under his nose, Nyanko-sensei enlists the help of Natsume's youkai friends and mounts a rescue operation. However, the forest of the monkey spirits holds many dangerous enemies, including the Matoba Clan, Natsume's old nemesis.

Stretching from the formidable hideout of the Matoba to Natsume's own childhood home, Natsume Yuujinchou Shi is a sweeping but familiar return to a world of danger and friendship, where Natsume will finally confront the demons of his own past.

[Written by MAL Rewrite]",1053,8.63,264067,2106,"Slice of Life, Supernatural",Brain's Base,"[{'mal_id': 16, 'type': 'anime', 'name': 'TV Tokyo', 'url': 'https://myanimelist.net/anime/producer/16/TV_Tokyo'}, {'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}, {'mal_id': 139, 'type': 'anime', 'name': 'Nihon Ad Systems', 'url': 'https://myanimelist.net/anime/producer/139/Nihon_Ad_Systems'}, {'mal_id': 148, 'type': 'anime', 'name': 'Hakusensha', 'url': 'https://myanimelist.net/anime/producer/148/Hakusensha'}, {'mal_id': 757, 'type': 'anime', 'name': 'Sony Music Entertainment', 'url': 'https://myanimelist.net/anime/producer/757/Sony_Music_Entertainment'}]","[{'mal_id': 372, 'type': 'anime', 'name': 'NIS America', 'url': 'https://myanimelist.net/anime/producer/372/NIS_America'}]",13.0,2012.0,PG-13 - Teens 13 or older
22135,Ping Pong the Animation,Manga,"Despite being polar opposites, Makoto ""Smile"" Tsukimoto and Yutaka ""Peco"" Hoshino have been best friends since childhood. Although the overly confident Peco strives to be the best ping-pong player in the world, he often skips practice, earning the ire of his fellow teammates on the Katase High School ping-pong team. Meanwhile, Smile—in spite of his innate talent for the sport—cannot help but hold back his full strength when playing against others. Through their mutual love for ping-pong, the two have developed a bond that is seemingly unbreakable.

When Peco hears that an ex-national team player from China is coming to Japan, he drags Smile over to rival Tsujido High School to observe them. The subsequent trip leads to a clash between Peco and Kong Wenge, who overwhelmingly defeats the former in one game. Stunned by such a comprehensive loss, Peco finds himself questioning why he plays to begin with. Seeing his potential as a player, Katase's coach begins to train Smile to overcome his hesitation, but he is reluctant to play if it is not for enjoyment.

As the two struggle to find meaning in the sport, a plethora of stronger players—each with their own internal strifes—await them at the inter-high tournament, where only the very best can persevere. But when these young athletes let their unbridled ambition go unchecked, the hardships they face paint a somber reality as they pursue glory.

[Written by MAL Rewrite]",602,8.63,433243,17236,"Award Winning, Drama, Sports",Tatsunoko Production,"[{'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}, {'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 169, 'type': 'anime', 'name': 'Fuji TV', 'url': 'https://myanimelist.net/anime/producer/169/Fuji_TV'}, {'mal_id': 1411, 'type': 'anime', 'name': 'Kyoraku Industrial Holdings', 'url': 'https://myanimelist.net/anime/producer/1411/Kyoraku_Industrial_Holdings'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",11.0,2014.0,PG-13 - Teens 13 or older
46102,Odd Taxi,Original,"Eccentric and blunt, the walrus Hiroshi Odokawa lives a relatively normal life. He drives a taxi for a living, and there he meets several unique individuals: the jobless Taichi Kabasawa who is dead-set on going viral, the mysterious nurse Miho Shirakawa, the struggling comedic duo ""Homo Sapiens,"" and Dobu, a well-known delinquent.

But Odokawa's simple way of life is about to be turned upside down. The case of a missing girl the police have been tracking leads back to him, and now both the yakuza and a duo of corrupt cops are on his tail.

[Written by MAL Rewrite]",508,8.63,499758,9067,"Award Winning, Drama, Mystery, Suspense","OLM, P.I.C.S.","[{'mal_id': 16, 'type': 'anime', 'name': 'TV Tokyo', 'url': 'https://myanimelist.net/anime/producer/16/TV_Tokyo'}, {'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 144, 'type': 'anime', 'name': 'Pony Canyon', 'url': 'https://myanimelist.net/anime/producer/144/Pony_Canyon'}, {'mal_id': 238, 'type': 'anime', 'name': 'AT-X', 'url': 'https://myanimelist.net/anime/producer/238/AT-X'}, {'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}, {'mal_id': 1557, 'type': 'anime', 'name': 'Pony Canyon Enterprises', 'url': 'https://myanimelist.net/anime/producer/1557/Pony_Canyon_Enterprises'}, {'mal_id': 2177, 'type': 'anime', 'name': 'Mimoid', 'url': 'https://myanimelist.net/anime/producer/2177/Mimoid'}, {'mal_id': 2442, 'type': 'anime', 'name': 'Yoshimoto Kogyo', 'url': 'https://myanimelist.net/anime/producer/2442/Yoshimoto_Kogyo'}]",[],13.0,2021.0,PG-13 - Teens 13 or older
58125,Look Back,Manga,"Ayumu Fujino may only be in the fourth grade, but she already basks in high praise for her hand-drawn four-panel comics featured in the school's newspaper. However, when she is asked to share the page with Kyoumoto—a reclusive student she has never met—Fujino feels inadequate for the first time: her free-spirited drawings look embarrassingly amateurish next to Kyoumoto's breathtakingly detailed art.

For a year, Fujino shuts out the world, obsessively studying manga creation and drawing tirelessly to catch up to her faceless competition. But Kyoumoto's talent far exceeds hers, and Fujino quits it all. Another year passes, and on the day of their graduation, Fujino finally meets Kyoumoto. This unkempt, shy, and stuttering girl has actually been Fujino's biggest fan all along. Their encounter reignites Fujino's passion for art and sparks the beginning of a years-long friendship built on rivalry, admiration, and their shared love of manga.

[Written by MAL Rewrite]",1241,8.62,222014,4538,Drama,Studio DURIAN,"[{'mal_id': 577, 'type': 'anime', 'name': 'Tohokushinsha Film Corporation', 'url': 'https://myanimelist.net/anime/producer/577/Tohokushinsha_Film_Corporation'}, {'mal_id': 1284, 'type': 'anime', 'name': 'Avex Pictures', 'url': 'https://myanimelist.net/anime/producer/1284/Avex_Pictures'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}, {'mal_id': 3021, 'type': 'anime', 'name': 'Amazon MGM Studios', 'url': 'https://myanimelist.net/anime/producer/3021/Amazon_MGM_Studios'}]","[{'mal_id': 783, 'type': 'anime', 'name': 'GKIDS', 'url': 'https://myanimelist.net/anime/producer/783/GKIDS'}]",1.0,,PG-13 - Teens 13 or older
49818,Guimi Zhi Zhu: Xiaochou Pian,Web novel,"In a Victorian world of steam, dreadnoughts, and occult horrors, Zhou Mingrui awakens as Klein Moretti. He walks a razor's edge between light and darkness, entangled with warring Churches. This is the legend of unlimited potential...and unspeakable danger.

(Source: Crunchyroll)",1481,8.62,183095,3706,"Action, Fantasy, Mystery, Suspense",B.CMAY PICTURES,"[{'mal_id': 1727, 'type': 'anime', 'name': 'Tencent Video', 'url': 'https://myanimelist.net/anime/producer/1727/Tencent_Video'}, {'mal_id': 1728, 'type': 'anime', 'name': 'China Literature Limited', 'url': 'https://myanimelist.net/anime/producer/1728/China_Literature_Limited'}]",[],13.0,,R - 17+ (violence & profanity)
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Manga,"After a slow but eventful summer vacation, Shuchiin Academy's second term is now starting in full force. As August transitions into September, Miyuki Shirogane's birthday looms ever closer, leaving Kaguya Shinomiya in a serious predicament as to how to celebrate it. Furthermore, the tenure of the school's 67th student council is coming to an end. Due to the council members being in different classes, the only time Kaguya and Miyuki have to be together will soon disappear, putting all of their cunning plans at risk.

A long and difficult election that will decide the fate of the new student council awaits, as multiple challengers fight for the coveted title of president.

[Written by MAL Rewrite]",98,8.62,1477222,19017,"Comedy, Romance",A-1 Pictures,"[{'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}, {'mal_id': 1501, 'type': 'anime', 'name': 'JR East Marketing & Communications', 'url': 'https://myanimelist.net/anime/producer/1501/JR_East_Marketing___Communications'}]","[{'mal_id': 493, 'type': 'anime', 'name': 'Aniplex of America', 'url': 'https://myanimelist.net/anime/producer/493/Aniplex_of_America'}]",12.0,2020.0,PG-13 - Teens 13 or older
42310,Cyberpunk: Edgerunners,Game,"Dreams are doomed to die in Night City, a futuristic Californian metropolis. As a teenager living in the city's slums, David Martinez is trying to fulfill his mother's lifelong wish for him to reach the top of Arasaka, the world's leading security corporation. To this end, he attends the prestigious Arasaka Academy while his mother works tirelessly to keep their family afloat.

When an incident with a street gang leaves David's life in tatters, he stumbles upon Sandevistan cyberware—a prosthetic that grants its wearer superhuman speed. Fueled by rage, David implants the device in his back, using it to exact revenge on one of his tormentors. This gets him expelled from the academy, shattering his hopes of ever making his mother proud.

After witnessing David's newfound abilities, the beautiful data thief Lucyna ""Lucy"" Kushinada offers to team up with him, handing him a ticket to salvation. However, associating with Lucy introduces David to the world of Edgerunners—cyborg criminals who will break any law for money. Edgerunners often lose their lives, if the cyberware does not break their minds first; but in his fight for survival inside a corrupt system, David is ready to risk it all.

[Written by MAL Rewrite]",181,8.62,1008621,33744,"Action, Sci-Fi",Trigger,"[{'mal_id': 2594, 'type': 'anime', 'name': 'CD Projekt Red', 'url': 'https://myanimelist.net/anime/producer/2594/CD_Projekt_Red'}]","[{'mal_id': 493, 'type': 'anime', 'name': 'Aniplex of America', 'url': 'https://myanimelist.net/anime/producer/493/Aniplex_of_America'}]",10.0,,R+ - Mild Nudity
1535,Death Note,Manga,"Brutal murders, petty thefts, and senseless violence pollute the human world. In contrast, the realm of death gods is a humdrum, unchanging gambling den. The ingenious 17-year-old Japanese student Light Yagami and sadistic god of death Ryuk share one belief: their worlds are rotten.

For his own amusement, Ryuk drops his Death Note into the human world. Light stumbles upon it, deeming the first of its rules ridiculous: the human whose name is written in this note shall die. However, the temptation is too great, and Light experiments by writing a felon's name, which disturbingly enacts his first murder.

Aware of the terrifying godlike power that has fallen into his hands, Light—under the alias Kira—follows his wicked sense of justice with the ultimate goal of cleansing the world of all evil-doers. The meticulous mastermind detective L is already on his trail, but as Light's brilliance rivals L's, the grand chase for Kira turns into an intense battle of wits that can only end when one of them is dead.

[Written by MAL Rewrite]",2,8.62,4234461,183929,"Supernatural, Suspense",Madhouse,"[{'mal_id': 29, 'type': 'anime', 'name': 'VAP', 'url': 'https://myanimelist.net/anime/producer/29/VAP'}, {'mal_id': 1003, 'type': 'anime', 'name': 'Nippon Television Network', 'url': 'https://myanimelist.net/anime/producer/1003/Nippon_Television_Network'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}, {'mal_id': 1791, 'type': 'anime', 'name': 'D.N. Dream Partners', 'url': 'https://myanimelist.net/anime/producer/1791/DN_Dream_Partners'}]","[{'mal_id': 119, 'type': 'anime', 'name': 'VIZ Media', 'url': 'https://myanimelist.net/anime/producer/119/VIZ_Media'}]",37.0,2006.0,R - 17+ (violence & profanity)
28891,Haikyuu!! Second Season,Manga,"Following their participation at the Inter-High, the Karasuno High School volleyball team attempts to refocus their efforts, aiming to conquer the Spring tournament instead. 

When they receive an invitation from long-standing rival Nekoma High, Karasuno agrees to take part in a large training camp alongside many notable volleyball teams in Tokyo and even some national level players. By playing with some of the toughest teams in Japan, they hope not only to sharpen their skills, but also come up with new attacks that would strengthen them. Moreover, Hinata and Kageyama attempt to devise a more powerful weapon, one that could possibly break the sturdiest of blocks. 

Facing what may be their last chance at victory before the senior players graduate, the members of Karasuno's volleyball team must learn to settle their differences and train harder than ever if they hope to overcome formidable opponents old and new—including their archrival Aoba Jousai and its world-class setter Tooru Oikawa.

[Written by MAL Rewrite]",85,8.62,1548649,16075,Sports,Production I.G,"[{'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 166, 'type': 'anime', 'name': 'Movic', 'url': 'https://myanimelist.net/anime/producer/166/Movic'}, {'mal_id': 757, 'type': 'anime', 'name': 'Sony Music Entertainment', 'url': 'https://myanimelist.net/anime/producer/757/Sony_Music_Entertainment'}, {'mal_id': 1143, 'type': 'anime', 'name': 'TOHO animation', 'url': 'https://myanimelist.net/anime/producer/1143/TOHO_animation'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}]","[{'mal_id': 376, 'type': 'anime', 'name': 'Sentai Filmworks', 'url': 'https://myanimelist.net/anime/producer/376/Sentai_Filmworks'}]",25.0,2015.0,PG-13 - Teens 13 or older
54898,Bungou Stray Dogs 5th Season,Manga,"The Armed Detective Agency is still on the run from the Hunting Dogs, but not all hope is lost. Detective Ranpo Edogawa has a plan to prove the Agency's innocence and save the world from chaos: to find and capture Kamui—the leader of the terrorist organization Decay of the Angel. 

In order to determine Kamui's whereabouts, Ranpo and his colleague Atsushi Nakajima must convince Ouchi Fukuchi, the renowned captain of the Hunting Dogs, for amnesty. Although Fukuchi was tasked with arresting the members of the Agency, his past with the Agency's president, Yukichi Fukuzawa, may be the key to earning his trust. But unbeknownst to them, Fukuchi might not be as honorable as he proclaims.

[Written by MAL Rewrite]",1106,8.61,250129,2892,"Action, Mystery",Bones,"[{'mal_id': 33, 'type': 'anime', 'name': 'WOWOW', 'url': 'https://myanimelist.net/anime/producer/33/WOWOW'}, {'mal_id': 104, 'type': 'anime', 'name': 'Lantis', 'url': 'https://myanimelist.net/anime/producer/104/Lantis'}, {'mal_id': 166, 'type': 'anime', 'name': 'Movic', 'url': 'https://myanimelist.net/anime/producer/166/Movic'}, {'mal_id': 1255, 'type': 'anime', 'name': 'Glovision', 'url': 'https://myanimelist.net/anime/producer/1255/Glovision'}, {'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}, {'mal_id': 1543, 'type': 'anime', 'name': 'Sunrise Music', 'url': 'https://myanimelist.net/anime/producer/1543/Sunrise_Music'}, {'mal_id': 1696, 'type': 'anime', 'name': 'Kadokawa', 'url': 'https://myanimelist.net/anime/producer/1696/Kadokawa'}, {'mal_id': 2106, 'type': 'anime', 'name': 'Sony Music Solutions', 'url': 'https://myanimelist.net/anime/producer/2106/Sony_Music_Solutions'}, {'mal_id': 2425, 'type': 'anime', 'name': 'Bandai Namco Music Live', 'url': 'https://myanimelist.net/anime/producer/2425/Bandai_Namco_Music_Live'}]",[],11.0,2023.0,R - 17+ (violence & profanity)
52742,Haikyuu!! Movie: Gomisuteba no Kessen,Manga,"Kenma Kozume has never considered volleyball fun or thrilling: it is merely something he is good at. But now Nekoma High School's volleyball team has qualified for the Spring Nationals and prepares to battle their long-standing rivals—Karasuno. Now, Kenma has to analyze the most confounding and resilient team and lead Nekoma to victory against them. Moreover, he will play against his friend Shouyou Hinata, Karasuno's short but incredibly proficient middle blocker.

Karasuno has never been able to beat Nekoma in practice matches. Even so, despite his usual indifference, Kenma feels a tinge of excitement at the prospect of facing Karasuno in a high-stakes official game with no do-overs. To advance to the semifinals and ultimately restore their team's former glory, Karasuno must find a way to overcome Kenma's brilliant strategy and defeat Nekoma in their own territory.

[Written by MAL Rewrite]",1278,8.61,215539,1691,Sports,Production I.G,"[{'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 166, 'type': 'anime', 'name': 'Movic', 'url': 'https://myanimelist.net/anime/producer/166/Movic'}, {'mal_id': 757, 'type': 'anime', 'name': 'Sony Music Entertainment', 'url': 'https://myanimelist.net/anime/producer/757/Sony_Music_Entertainment'}, {'mal_id': 1143, 'type': 'anime', 'name': 'TOHO animation', 'url': 'https://myanimelist.net/anime/producer/1143/TOHO_animation'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}]","[{'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}]",1.0,,PG-13 - Teens 13 or older
34591,Natsume Yuujinchou Roku,Manga,"Takashi Natsume has grown accustomed to his encounters with youkai through the Book of Friends, which contains the names of youkai whom his grandmother, Reiko Natsume, has sealed in contracts. These encounters allow Natsume to better understand the youkai, Reiko, and himself. 

The Book of Friends is a powerful tool that can be used to control youkai; it is sought after by both youkai and exorcists alike. Natsume just wants to live out his daily life in peace but is constantly disrupted by these experiences. If he is to end this torment, Natsume must explore more about the book and the world of exorcism, as well as begin to open his heart to those who can help him.

[Written by MAL Rewrite]",1342,8.61,203955,1152,"Slice of Life, Supernatural",Shuka,"[{'mal_id': 16, 'type': 'anime', 'name': 'TV Tokyo', 'url': 'https://myanimelist.net/anime/producer/16/TV_Tokyo'}, {'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}, {'mal_id': 139, 'type': 'anime', 'name': 'Nihon Ad Systems', 'url': 'https://myanimelist.net/anime/producer/139/Nihon_Ad_Systems'}, {'mal_id': 148, 'type': 'anime', 'name': 'Hakusensha', 'url': 'https://myanimelist.net/anime/producer/148/Hakusensha'}]",[],11.0,2017.0,PG-13 - Teens 13 or older
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Light novel,"After the mysterious mana calamity, Rudeus Greyrat and his fierce student Eris Boreas Greyrat are teleported to the Demon Continent. There, they team up with their newfound companion Ruijerd Supardia—the former leader of the Superd's Warrior group—to form ""Dead End,"" a successful adventurer party. Making a name for themselves, the trio journeys across the continent to make their way back home to Fittoa.

Following the advice he received from the faceless god Hitogami, Rudeus saves Kishirika Kishirisu, the Great Emperor of the Demon World, who rewards him by granting him a strange power. Now, as Rudeus masters the powerful ability that offers a number of new opportunities, it might prove to be more than what he bargained for when unexpected dangers threaten to hinder their travels.

[Written by MAL Rewrite]",160,8.61,1094382,19155,"Adventure, Drama, Fantasy, Ecchi",Studio Bind,"[{'mal_id': 61, 'type': 'anime', 'name': 'Frontier Works', 'url': 'https://myanimelist.net/anime/producer/61/Frontier_Works'}, {'mal_id': 245, 'type': 'anime', 'name': 'TOHO', 'url': 'https://myanimelist.net/anime/producer/245/TOHO'}, {'mal_id': 1143, 'type': 'anime', 'name': 'TOHO animation', 'url': 'https://myanimelist.net/anime/producer/1143/TOHO_animation'}, {'mal_id': 1211, 'type': 'anime', 'name': 'Tokyo MX', 'url': 'https://myanimelist.net/anime/producer/1211/Tokyo_MX'}, {'mal_id': 1333, 'type': 'anime', 'name': 'Hakuhodo DY Music & Pictures', 'url': 'https://myanimelist.net/anime/producer/1333/Hakuhodo_DY_Music___Pictures'}, {'mal_id': 1416, 'type': 'anime', 'name': 'BS11', 'url': 'https://myanimelist.net/anime/producer/1416/BS11'}, {'mal_id': 1444, 'type': 'anime', 'name': 'Egg Firm', 'url': 'https://myanimelist.net/anime/producer/1444/Egg_Firm'}, {'mal_id': 1696, 'type': 'anime', 'name': 'Kadokawa', 'url': 'https://myanimelist.net/anime/producer/1696/Kadokawa'}, {'mal_id': 2289, 'type': 'anime', 'name': 'GREE Entertainment', 'url': 'https://myanimelist.net/anime/producer/2289/GREE_Entertainment'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",12.0,2021.0,R - 17+ (violence & profanity)
19647,Hajime no Ippo: Rising,Manga,"Japanese Featherweight Champion Makunouchi Ippo has defended his title belt once more with the help of his devastating signature move: the Dempsey Roll. However, new challengers are rising up left and right, claiming to have an answer for the move responsible for crushing his opponents. Will Ippo be able to step up to the challenge, or will the weight of his pride destroy him before he finds out just what it means to be strong? Meanwhile, fellow Kamogawa Gym mate Aoki Masaru is just a hop, skip, and a Frog Punch away from claiming his own belt, ready to take on the Japanese Lightweight Champion!

Hajime no Ippo: Rising continues Ippo's quest to become stronger, featuring the same cast of loveable dimwits from Kamogawa Gym, as they put their bodies and hearts on the line to make their way in the harsh world of professional boxing. With a will of iron, Ippo steps into the ring once again.

[Written by MAL Rewrite]",930,8.61,293860,1411,Sports,"Madhouse, MAPPA","[{'mal_id': 29, 'type': 'anime', 'name': 'VAP', 'url': 'https://myanimelist.net/anime/producer/29/VAP'}, {'mal_id': 159, 'type': 'anime', 'name': 'Kodansha', 'url': 'https://myanimelist.net/anime/producer/159/Kodansha'}, {'mal_id': 1003, 'type': 'anime', 'name': 'Nippon Television Network', 'url': 'https://myanimelist.net/anime/producer/1003/Nippon_Television_Network'}]",[],25.0,2013.0,PG-13 - Teens 13 or older
